date,num_of_fog_days,num_of_days_match_synop_pattern,chance,rain24hr,fogflag
2001-05-16,6,29,0.20689655172413793,0.0,False
2001-05-20,1,5,0.2,5.4,False
2001-05-24,1,4,0.25,0.2,False
2001-06-02,1,15,0.06666666666666667,0.0,False
2001-06-07,1,2,0.5,2.2,True
2001-06-08,1,4,0.25,0.6,True
2001-06-11,1,10,0.1,0.0,False
2001-06-13,2,36,0.05555555555555555,0.0,False
2001-06-19,2,19,0.10526315789473684,0.0,False
2001-06-20,6,28,0.21428571428571427,0.2,False
2001-07-04,1,18,0.05555555555555555,0.0,False
2001-07-13,3,21,0.14285714285714285,0.0,True
2001-07-14,2,30,0.06666666666666667,0.0,False
2001-07-22,1,21,0.047619047619047616,0.0,False
2001-07-23,1,26,0.038461538461538464,0.0,False
2001-07-26,6,24,0.25,23.8,False
2001-07-31,3,35,0.08571428571428572,0.0,False
2001-08-04,4,22,0.18181818181818182,0.2,False
2001-08-06,1,14,0.07142857142857142,0.0,False
2001-08-09,3,12,0.25,0.0,False
2001-08-25,1,26,0.038461538461538464,2.4,False
2001-09-01,3,21,0.14285714285714285,9.6,True
2001-09-12,3,28,0.10714285714285714,0.8,False
2001-09-14,3,27,0.1111111111111111,0.0,False
2001-09-25,4,72,0.05555555555555555,0.0,False
2001-10-03,3,23,0.13043478260869565,0.0,False
2001-10-07,1,2,0.5,0.0,False
2001-10-10,1,48,0.020833333333333332,0.0,False
2001-10-18,1,3,0.3333333333333333,0.0,True
2001-10-24,2,57,0.03508771929824561,0.0,False
2001-10-26,1,6,0.16666666666666666,14.4,False
2001-11-01,2,30,0.06666666666666667,0.0,False
2001-11-11,1,2,0.5,14.0,True
2001-11-16,1,67,0.014925373134328358,4.6,False
2001-12-07,1,7,0.14285714285714285,2.2,True
2001-12-16,1,18,0.05555555555555555,0.2,False
2002-03-18,1,24,0.041666666666666664,0.0,True
2002-03-19,1,27,0.037037037037037035,0.0,False
2002-03-20,4,46,0.08695652173913043,0.0,False
2002-03-25,2,38,0.05263157894736842,0.0,False
2002-03-26,1,20,0.05,0.0,False
2002-04-19,1,5,0.2,0.0,True
2002-04-25,1,89,0.011235955056179775,0.0,False
2002-05-09,1,23,0.043478260869565216,0.0,False
2002-05-24,1,20,0.05,0.6,False
2002-05-25,3,11,0.2727272727272727,1.4,True
2002-05-28,1,45,0.022222222222222223,3.0,False
2002-06-05,1,33,0.030303030303030304,2.2,False
2002-06-10,1,21,0.047619047619047616,0.0,False
2002-06-11,3,19,0.15789473684210525,0.0,False
2002-06-25,2,29,0.06896551724137931,0.0,False
2002-07-02,1,8,0.125,0.0,False
2002-07-04,3,26,0.11538461538461539,0.0,False
2002-07-05,2,9,0.2222222222222222,0.0,False
2002-07-08,5,32,0.15625,0.0,False
2002-07-10,2,24,0.08333333333333333,0.0,False
2002-07-11,1,16,0.0625,0.0,False
2002-07-13,1,11,0.09090909090909091,0.0,False
2002-07-20,1,1,1.0,0.0,True
2002-07-22,1,16,0.0625,0.0,False
2002-08-04,1,14,0.07142857142857142,0.0,False
2002-08-05,3,39,0.07692307692307693,0.0,False
2002-08-07,1,61,0.01639344262295082,0.0,False
2002-08-11,2,23,0.08695652173913043,0.0,False
2002-08-18,2,53,0.03773584905660377,0.0,False
2002-08-31,4,28,0.14285714285714285,0.0,False
2002-09-03,5,50,0.1,0.0,False
2002-09-04,2,30,0.06666666666666667,0.0,False
2002-09-05,3,31,0.0967741935483871,0.0,False
2002-09-07,1,9,0.1111111111111111,16.2,True
2002-09-09,2,25,0.08,0.0,False
2002-09-10,1,24,0.041666666666666664,0.0,False
2002-09-16,1,20,0.05,0.0,False
2002-09-17,2,20,0.1,0.4,False
2002-09-20,3,46,0.06521739130434782,0.0,False
2002-09-21,2,33,0.06060606060606061,0.0,False
2002-09-26,1,33,0.030303030303030304,0.0,False
2002-09-27,3,72,0.041666666666666664,0.0,False
2002-10-01,1,10,0.1,0.0,False
2002-10-11,2,42,0.047619047619047616,0.2,False
2002-10-14,2,20,0.1,0.6,False
2002-10-18,2,19,0.10526315789473684,0.0,False
2002-10-20,1,29,0.034482758620689655,0.0,False
2002-10-25,1,36,0.027777777777777776,0.0,False
2002-10-29,1,19,0.05263157894736842,0.0,False
2002-10-30,2,55,0.03636363636363636,0.0,False
2002-10-31,1,43,0.023255813953488372,0.0,False
2002-11-08,1,7,0.14285714285714285,0.0,False
2002-11-11,1,72,0.013888888888888888,0.4,False
2002-11-15,2,37,0.05405405405405406,4.4,False
2003-03-20,3,28,0.10714285714285714,0.0,False
2003-03-21,2,28,0.07142857142857142,2.0,False
2003-03-22,1,29,0.034482758620689655,5.8,False
2003-03-28,2,11,0.18181818181818182,0.6,False
2003-03-29,1,28,0.03571428571428571,0.0,False
2003-03-30,1,51,0.0196078431372549,0.0,False
2003-04-02,1,8,0.125,3.0,False
2003-04-13,2,23,0.08695652173913043,0.0,False
2003-04-14,1,21,0.047619047619047616,0.0,False
2003-04-28,2,17,0.11764705882352941,0.2,True
2003-05-01,1,60,0.016666666666666666,0.0,False
2003-05-02,1,98,0.01020408163265306,0.0,False
2003-06-01,2,23,0.08695652173913043,0.2,False
2003-06-02,3,19,0.15789473684210525,0.0,False
2003-06-05,1,11,0.09090909090909091,0.2,False
2003-06-08,1,30,0.03333333333333333,0.0,False
2003-06-10,3,29,0.10344827586206896,0.0,False
2003-06-13,3,19,0.15789473684210525,0.2,True
2003-06-19,2,27,0.07407407407407407,0.0,False
2003-06-20,1,16,0.0625,0.0,False
2003-06-25,2,6,0.3333333333333333,21.8,False
2003-07-05,1,47,0.02127659574468085,0.0,False
2003-07-06,4,17,0.23529411764705882,0.0,False
2003-07-08,6,29,0.20689655172413793,0.0,False
2003-07-16,2,62,0.03225806451612903,0.0,False
2003-07-23,3,7,0.42857142857142855,0.6,True
2003-08-05,1,24,0.041666666666666664,0.0,False
2003-08-07,1,21,0.047619047619047616,0.8,False
2003-08-08,2,11,0.18181818181818182,1.4,False
2003-08-11,1,9,0.1111111111111111,0.0,False
2003-08-12,3,15,0.2,0.0,True
2003-08-18,1,12,0.08333333333333333,0.0,False
2003-08-22,5,35,0.14285714285714285,0.0,False
2003-08-25,1,14,0.07142857142857142,0.0,False
2003-08-30,1,53,0.018867924528301886,0.0,False
2003-09-03,1,25,0.04,0.0,False
2003-09-08,1,2,0.5,3.2,False
2003-09-10,3,28,0.10714285714285714,0.0,False
2003-09-12,4,20,0.2,0.0,False
2003-09-21,4,58,0.06896551724137931,0.0,False
2003-09-22,4,68,0.058823529411764705,0.0,False
2003-09-23,5,43,0.11627906976744186,0.0,False
2003-09-24,1,29,0.034482758620689655,0.0,False
2003-09-25,1,39,0.02564102564102564,0.0,False
2003-09-26,1,37,0.02702702702702703,3.2,False
2003-09-30,1,28,0.03571428571428571,0.0,False
2003-10-01,1,10,0.1,0.0,False
2003-10-02,2,19,0.10526315789473684,9.6,False
2003-10-03,1,26,0.038461538461538464,13.6,False
2003-10-05,1,17,0.058823529411764705,0.0,False
2003-10-10,1,12,0.08333333333333333,2.2,False
2003-10-12,3,38,0.07894736842105263,0.0,False
2003-10-19,3,50,0.06,3.2,False
2003-10-21,1,23,0.043478260869565216,0.0,False
2003-10-25,1,18,0.05555555555555555,1.2,False
2003-10-27,1,28,0.03571428571428571,0.0,False
2003-11-01,1,71,0.014084507042253521,0.0,False
2003-11-02,2,19,0.10526315789473684,0.0,False
2003-11-03,1,51,0.0196078431372549,0.0,False
2003-11-13,1,63,0.015873015873015872,0.0,False
2003-11-23,1,9,0.1111111111111111,4.0,True
2003-11-24,2,7,0.2857142857142857,5.4,False
2004-01-26,1,32,0.03125,0.0,False
2004-02-17,1,45,0.022222222222222223,0.0,False
2004-03-06,1,5,0.2,0.8,False
2004-03-31,1,29,0.034482758620689655,0.0,False
2004-04-11,3,34,0.08823529411764706,0.0,False
2004-04-17,2,14,0.14285714285714285,0.4,True
2004-04-18,1,60,0.016666666666666666,0.0,False
2004-04-20,1,55,0.01818181818181818,0.0,False
2004-04-23,2,25,0.08,0.0,False
2004-04-24,6,18,0.3333333333333333,0.0,False
2004-04-25,3,89,0.033707865168539325,0.0,False
2004-05-02,1,99,0.010101010101010102,0.0,False
2004-05-08,1,4,0.25,10.0,True
2004-05-10,3,19,0.15789473684210525,0.0,False
2004-05-12,2,5,0.4,0.0,False
2004-05-22,1,85,0.011764705882352941,0.0,False
2004-05-23,2,59,0.03389830508474576,0.0,False
2004-05-24,2,21,0.09523809523809523,0.0,False
2004-05-25,1,10,0.1,0.0,False
2004-05-26,1,12,0.08333333333333333,0.2,False
2004-06-02,4,17,0.23529411764705882,0.0,False
2004-06-12,1,4,0.25,0.0,False
2004-06-13,2,14,0.14285714285714285,0.0,False
2004-06-17,1,8,0.125,0.0,False
2004-06-24,5,33,0.15151515151515152,0.0,False
2004-06-30,1,32,0.03125,0.0,False
2004-07-02,1,13,0.07692307692307693,0.0,False
2004-07-03,1,4,0.25,0.0,False
2004-07-06,2,8,0.25,0.0,False
2004-07-13,1,17,0.058823529411764705,0.2,False
2004-07-16,5,39,0.1282051282051282,0.0,False
2004-07-23,1,22,0.045454545454545456,0.0,False
2004-07-24,3,36,0.08333333333333333,0.0,False
2004-07-25,8,31,0.25806451612903225,0.0,True
2004-07-30,2,35,0.05714285714285714,0.0,False
2004-08-04,1,19,0.05263157894736842,0.0,False
2004-08-06,1,31,0.03225806451612903,0.0,False
2004-08-09,2,11,0.18181818181818182,0.0,False
2004-08-11,1,4,0.25,0.0,False
2004-08-16,1,23,0.043478260869565216,0.0,False
2004-08-17,4,42,0.09523809523809523,7.4,False
2004-08-24,4,59,0.06779661016949153,0.0,False
2004-08-25,4,52,0.07692307692307693,0.0,False
2004-08-26,1,53,0.018867924528301886,0.0,False
2004-08-28,3,45,0.06666666666666667,1.2,False
2004-08-29,4,29,0.13793103448275862,0.0,False
2004-08-30,6,59,0.1016949152542373,7.6,False
2004-09-01,2,30,0.06666666666666667,1.0,False
2004-09-02,2,21,0.09523809523809523,0.0,False
2004-09-10,1,27,0.037037037037037035,0.0,False
2004-09-11,1,7,0.14285714285714285,0.0,False
2004-09-15,2,6,0.3333333333333333,0.0,False
2004-09-17,2,54,0.037037037037037035,0.0,False
2004-09-18,2,44,0.045454545454545456,0.0,False
2004-09-19,2,20,0.1,0.0,False
2004-09-23,3,28,0.10714285714285714,0.0,False
2004-09-26,2,62,0.03225806451612903,0.0,False
2004-09-27,1,40,0.025,0.0,False
2004-09-29,1,51,0.0196078431372549,0.0,False
2004-09-30,3,50,0.06,0.0,False
2004-10-02,1,9,0.1111111111111111,0.0,False
2004-10-11,1,61,0.01639344262295082,0.0,False
2004-10-15,2,38,0.05263157894736842,0.0,False
2004-10-20,1,35,0.02857142857142857,0.2,False
2004-10-22,1,20,0.05,0.0,False
2004-10-23,1,12,0.08333333333333333,0.0,True
2004-11-15,1,26,0.038461538461538464,0.0,False
2004-12-11,1,1,1.0,0.2,True
2005-02-20,1,53,0.018867924528301886,0.0,False
2005-04-03,1,12,0.08333333333333333,0.0,False
2005-04-17,1,147,0.006802721088435374,0.0,False
2005-04-18,2,74,0.02702702702702703,0.0,False
2005-04-19,1,107,0.009345794392523364,0.0,False
2005-04-29,3,20,0.15,0.0,False
2005-04-30,1,22,0.045454545454545456,0.0,False
2005-05-11,3,15,0.2,11.8,False
2005-05-24,1,17,0.058823529411764705,0.0,False
2005-05-26,3,24,0.125,0.0,False
2005-06-05,2,66,0.030303030303030304,0.2,False
2005-06-13,3,13,0.23076923076923078,0.0,False
2005-06-14,2,8,0.25,11.4,False
2005-06-15,1,4,0.25,1.8,False
2005-06-26,1,85,0.011764705882352941,13.2,False
2005-07-01,1,10,0.1,0.2,True
2005-07-05,2,15,0.13333333333333333,0.0,False
2005-07-06,1,14,0.07142857142857142,0.0,False
2005-07-07,2,11,0.18181818181818182,0.0,False
2005-07-08,1,16,0.0625,0.0,False
2005-07-13,2,9,0.2222222222222222,0.4,False
2005-07-27,2,22,0.09090909090909091,0.0,False
2005-07-28,3,30,0.1,0.0,False
2005-07-29,2,22,0.09090909090909091,0.0,False
2005-07-31,1,29,0.034482758620689655,0.0,True
2005-08-01,1,31,0.03225806451612903,0.0,False
2005-08-03,2,24,0.08333333333333333,0.0,False
2005-08-06,2,9,0.2222222222222222,0.0,False
2005-08-07,1,27,0.037037037037037035,0.0,False
2005-08-14,2,33,0.06060606060606061,0.0,False
2005-08-15,1,18,0.05555555555555555,0.0,False
2005-08-19,1,29,0.034482758620689655,0.0,False
2005-08-20,1,22,0.045454545454545456,0.0,False
2005-08-23,1,21,0.047619047619047616,0.0,False
2005-08-31,7,62,0.11290322580645161,0.0,True
2005-09-01,2,22,0.09090909090909091,0.0,True
2005-09-03,1,13,0.07692307692307693,0.0,False
2005-09-09,2,36,0.05555555555555555,0.0,False
2005-09-16,1,7,0.14285714285714285,7.8,False
2005-09-23,3,54,0.05555555555555555,0.0,False
2005-09-24,5,81,0.06172839506172839,0.0,False
2005-09-25,3,70,0.04285714285714286,0.0,False
2005-09-26,1,24,0.041666666666666664,0.0,False
2005-09-27,1,47,0.02127659574468085,4.6,False
2005-09-28,2,41,0.04878048780487805,0.0,False
2005-09-29,1,33,0.030303030303030304,0.0,False
2005-09-30,2,28,0.07142857142857142,5.0,True
2005-10-01,1,47,0.02127659574468085,0.2,False
2005-10-02,1,3,0.3333333333333333,0.0,True
2005-10-03,2,32,0.0625,0.0,True
2005-10-04,1,31,0.03225806451612903,0.0,False
2005-10-06,1,14,0.07142857142857142,0.0,False
2005-10-13,1,42,0.023809523809523808,12.4,False
2005-10-18,3,47,0.06382978723404255,0.0,False
2005-10-20,1,3,0.3333333333333333,10.6,True
2005-10-25,1,45,0.022222222222222223,3.4,False
2005-11-02,1,20,0.05,1.4,False
2005-11-06,2,48,0.041666666666666664,6.0,False
2005-11-13,2,31,0.06451612903225806,0.0,False
2005-11-15,1,35,0.02857142857142857,8.8,False
2005-11-20,1,34,0.029411764705882353,0.0,False
2005-11-21,1,57,0.017543859649122806,0.0,False
2005-11-23,2,19,0.10526315789473684,1.8,False
2005-11-24,1,61,0.01639344262295082,20.4,False
2005-12-01,1,20,0.05,18.0,False
2005-12-02,1,27,0.037037037037037035,13.6,False
2005-12-03,1,9,0.1111111111111111,0.0,False
2005-12-10,1,18,0.05555555555555555,0.0,True
2005-12-16,1,12,0.08333333333333333,14.2,False
2006-02-16,1,48,0.020833333333333332,0.0,False
2006-03-31,1,4,0.25,7.6,True
2006-04-01,2,11,0.18181818181818182,0.2,False
2006-04-03,1,11,0.09090909090909091,0.0,False
2006-04-19,2,28,0.07142857142857142,0.0,False
2006-04-20,2,30,0.06666666666666667,0.0,False
2006-04-28,2,19,0.10526315789473684,0.0,False
2006-04-29,2,15,0.13333333333333333,0.0,False
2006-05-02,2,10,0.2,0.0,False
2006-05-05,1,22,0.045454545454545456,0.0,False
2006-05-09,2,17,0.11764705882352941,0.0,False
2006-05-22,5,23,0.21739130434782608,0.8,False
2006-05-23,2,8,0.25,0.0,False
2006-05-28,1,12,0.08333333333333333,0.0,False
2006-06-01,2,8,0.25,0.0,False
2006-06-11,1,19,0.05263157894736842,0.2,False
2006-06-18,1,24,0.041666666666666664,0.4,False
2006-06-21,1,34,0.029411764705882353,6.2,False
2006-06-22,2,20,0.1,1.6,False
2006-06-24,3,29,0.10344827586206896,4.4,True
2006-06-25,2,16,0.125,0.6,False
2006-06-26,1,56,0.017857142857142856,0.2,False
2006-07-01,1,13,0.07692307692307693,0.0,False
2006-07-10,4,22,0.18181818181818182,0.0,False
2006-07-12,1,22,0.045454545454545456,0.0,False
2006-07-13,3,34,0.08823529411764706,0.0,False
2006-07-15,1,10,0.1,3.4,False
2006-07-23,3,16,0.1875,0.0,False
2006-07-24,1,26,0.038461538461538464,4.0,True
2006-07-25,1,6,0.16666666666666666,0.0,False
2006-07-26,2,20,0.1,0.2,True
2006-08-10,1,33,0.030303030303030304,0.0,False
2006-08-12,1,16,0.0625,0.0,False
2006-08-13,1,36,0.027777777777777776,0.0,False
2006-08-14,3,16,0.1875,0.0,True
2006-08-17,1,16,0.0625,0.0,False
2006-08-20,9,63,0.14285714285714285,0.0,False
2006-08-21,4,27,0.14814814814814814,0.0,True
2006-08-24,4,27,0.14814814814814814,0.0,True
2006-08-25,1,10,0.1,0.0,False
2006-08-27,5,56,0.08928571428571429,4.0,False
2006-08-29,1,23,0.043478260869565216,0.0,False
2006-09-04,1,14,0.07142857142857142,0.0,False
2006-09-05,3,61,0.04918032786885246,0.6,False
2006-09-06,1,3,0.3333333333333333,0.0,False
2006-09-07,1,10,0.1,0.0,False
2006-09-21,4,62,0.06451612903225806,0.0,False
2006-09-23,6,78,0.07692307692307693,0.0,False
2006-09-30,2,53,0.03773584905660377,0.0,False
2006-10-03,2,14,0.14285714285714285,0.0,False
2006-10-15,2,50,0.04,0.0,False
2006-10-20,1,41,0.024390243902439025,0.0,False
2006-10-25,1,38,0.02631578947368421,0.2,False
2006-10-26,1,34,0.029411764705882353,0.0,False
2006-11-04,1,29,0.034482758620689655,27.2,True
2006-11-05,1,17,0.058823529411764705,0.0,False
2006-11-12,1,14,0.07142857142857142,0.0,False
2006-11-13,1,34,0.029411764705882353,0.0,False
2007-03-01,1,8,0.125,0.2,False
2007-04-05,1,20,0.05,0.0,False
2007-04-15,1,30,0.03333333333333333,0.0,False
2007-04-18,3,24,0.125,0.2,False
2007-04-20,2,113,0.017699115044247787,0.0,False
2007-04-21,2,25,0.08,0.0,False
2007-04-22,1,30,0.03333333333333333,4.0,False
2007-04-24,1,98,0.01020408163265306,0.0,False
2007-04-25,1,69,0.014492753623188406,0.0,False
2007-04-27,2,20,0.1,0.0,False
2007-05-01,3,31,0.0967741935483871,0.0,False
2007-05-03,2,10,0.2,0.0,False
2007-05-04,1,18,0.05555555555555555,0.0,True
2007-05-06,2,37,0.05405405405405406,0.0,False
2007-05-13,2,65,0.03076923076923077,0.2,False
2007-05-14,1,79,0.012658227848101266,0.0,False
2007-05-15,1,65,0.015384615384615385,0.0,False
2007-05-16,1,86,0.011627906976744186,0.0,False
2007-05-18,4,17,0.23529411764705882,0.2,False
2007-05-19,1,15,0.06666666666666667,0.0,False
2007-05-21,4,13,0.3076923076923077,1.0,True
2007-05-23,1,11,0.09090909090909091,0.0,False
2007-05-29,3,16,0.1875,2.0,True
2007-05-30,2,8,0.25,0.0,False
2007-05-31,1,18,0.05555555555555555,0.0,False
2007-06-03,1,8,0.125,1.0,False
2007-06-09,1,2,0.5,0.0,False
2007-06-24,1,24,0.041666666666666664,2.0,False
2007-06-25,1,9,0.1111111111111111,24.6,False
2007-07-03,1,4,0.25,0.0,False
2007-07-07,1,10,0.1,0.0,False
2007-07-11,6,16,0.375,0.0,False
2007-07-16,2,19,0.10526315789473684,0.0,False
2007-08-01,1,6,0.16666666666666666,0.2,False
2007-08-02,1,7,0.14285714285714285,0.0,False
2007-08-03,1,14,0.07142857142857142,0.0,False
2007-08-08,1,39,0.02564102564102564,0.0,False
2007-08-10,1,4,0.25,0.0,False
2007-08-12,1,10,0.1,0.0,False
2007-08-14,2,19,0.10526315789473684,0.0,False
2007-08-15,4,22,0.18181818181818182,0.0,False
2007-08-16,2,15,0.13333333333333333,0.0,False
2007-08-25,1,23,0.043478260869565216,1.6,False
2007-09-10,1,6,0.16666666666666666,0.0,False
2007-09-11,4,19,0.21052631578947367,0.0,False
2007-09-13,2,38,0.05263157894736842,0.0,False
2007-09-14,4,34,0.11764705882352941,0.0,False
2007-09-15,2,34,0.058823529411764705,0.6,False
2007-09-16,3,21,0.14285714285714285,0.2,True
2007-09-19,6,30,0.2,0.0,False
2007-09-23,1,31,0.03225806451612903,0.2,False
2007-09-25,5,47,0.10638297872340426,0.0,False
2007-09-28,3,13,0.23076923076923078,0.0,True
2007-09-29,2,54,0.037037037037037035,0.0,False
2007-09-30,2,32,0.0625,0.0,False
2007-10-01,1,18,0.05555555555555555,0.0,False
2007-10-02,1,11,0.09090909090909091,0.2,True
2007-10-10,3,37,0.08108108108108109,16.6,False
2007-10-15,1,27,0.037037037037037035,0.0,False
2007-10-16,2,40,0.05,0.0,False
2007-10-22,1,37,0.02702702702702703,0.0,False
2007-10-25,1,44,0.022727272727272728,8.2,False
2007-11-11,1,44,0.022727272727272728,7.6,False
2007-11-24,1,67,0.014925373134328358,0.0,False
2008-02-05,1,5,0.2,3.2,True
2008-03-20,2,16,0.125,0.0,False
2008-04-02,1,22,0.045454545454545456,0.0,False
2008-04-18,1,63,0.015873015873015872,3.8,False
2008-04-21,1,77,0.012987012987012988,0.0,False
2008-04-23,1,16,0.0625,0.0,False
2008-05-03,1,13,0.07692307692307693,0.0,False
2008-05-10,2,66,0.030303030303030304,0.0,False
2008-05-11,1,10,0.1,0.0,False
2008-05-15,1,20,0.05,0.0,False
2008-05-16,1,19,0.05263157894736842,0.0,True
2008-06-02,1,3,0.3333333333333333,54.4,True
2008-06-18,2,9,0.2222222222222222,4.8,False
2008-06-19,6,19,0.3157894736842105,0.2,True
2008-06-20,1,10,0.1,3.6,False
2008-06-27,1,49,0.02040816326530612,0.0,False
2008-06-29,1,26,0.038461538461538464,0.0,False
2008-06-30,5,31,0.16129032258064516,0.0,True
2008-07-01,1,11,0.09090909090909091,0.0,False
2008-07-13,4,12,0.3333333333333333,0.0,False
2008-07-14,4,13,0.3076923076923077,0.0,True
2008-07-16,3,6,0.5,3.0,True
2008-07-17,1,13,0.07692307692307693,0.0,False
2008-07-25,1,7,0.14285714285714285,0.4,False
2008-08-03,2,20,0.1,0.0,False
2008-08-23,1,10,0.1,0.0,False
2008-08-27,1,10,0.1,0.0,False
2008-08-28,3,46,0.06521739130434782,0.0,False
2008-08-29,7,59,0.11864406779661017,0.0,False
2008-09-04,3,39,0.07692307692307693,40.0,False
2008-09-10,3,19,0.15789473684210525,0.0,False
2008-09-11,6,54,0.1111111111111111,0.0,False
2008-09-12,1,26,0.038461538461538464,0.4,False
2008-09-13,1,27,0.037037037037037035,0.0,False
2008-09-14,5,53,0.09433962264150944,4.0,False
2008-09-15,1,26,0.038461538461538464,0.0,False
2008-09-16,1,19,0.05263157894736842,0.0,False
2008-09-18,5,59,0.0847457627118644,1.4,False
2008-09-19,2,26,0.07692307692307693,0.0,False
2008-09-20,2,29,0.06896551724137931,0.0,False
2008-09-21,1,25,0.04,0.2,False
2008-09-22,1,41,0.024390243902439025,0.0,False
2008-09-28,3,36,0.08333333333333333,0.0,True
2008-09-29,1,24,0.041666666666666664,0.0,False
2008-10-01,1,3,0.3333333333333333,0.0,False
2008-10-03,1,51,0.0196078431372549,0.0,False
2008-10-04,1,42,0.023809523809523808,0.0,False
2008-10-05,2,62,0.03225806451612903,0.0,False
2008-10-12,1,14,0.07142857142857142,9.8,False
2008-10-14,1,49,0.02040816326530612,0.0,False
2008-10-21,1,30,0.03333333333333333,3.8,False
2008-10-22,2,16,0.125,0.0,False
2008-11-03,1,18,0.05555555555555555,1.2,False
2008-11-13,2,67,0.029850746268656716,0.6,False
2008-11-30,1,6,0.16666666666666666,0.0,False
2009-01-22,1,37,0.02702702702702703,16.6,False
2009-03-01,1,15,0.06666666666666667,0.0,False
2009-03-03,1,38,0.02631578947368421,0.0,False
2009-03-16,1,11,0.09090909090909091,25.2,False
2009-04-14,1,18,0.05555555555555555,0.0,False
2009-04-25,2,11,0.18181818181818182,0.0,False
2009-05-01,1,52,0.019230769230769232,0.0,False
2009-05-04,2,47,0.0425531914893617,0.2,False
2009-05-06,2,39,0.05128205128205128,1.0,False
2009-05-11,3,54,0.05555555555555555,0.0,False
2009-05-12,2,20,0.1,0.0,False
2009-05-14,1,8,0.125,0.0,False
2009-05-26,1,23,0.043478260869565216,0.2,False
2009-05-27,5,28,0.17857142857142858,0.0,False
2009-05-28,1,15,0.06666666666666667,0.0,False
2009-06-04,2,12,0.16666666666666666,2.0,True
2009-06-05,3,25,0.12,0.0,False
2009-06-08,1,23,0.043478260869565216,0.0,False
2009-06-11,2,43,0.046511627906976744,0.0,False
2009-06-12,1,9,0.1111111111111111,0.0,False
2009-06-13,1,14,0.07142857142857142,0.0,False
2009-06-14,1,13,0.07692307692307693,0.0,False
2009-06-15,2,4,0.5,1.6,True
2009-06-21,2,9,0.2222222222222222,18.0,False
2009-06-23,4,13,0.3076923076923077,0.0,True
2009-06-25,3,20,0.15,0.2,False
2009-06-26,1,5,0.2,18.2,False
2009-07-04,5,19,0.2631578947368421,0.0,False
2009-07-12,2,11,0.18181818181818182,0.0,False
2009-07-20,4,20,0.2,0.0,True
2009-07-21,6,38,0.15789473684210525,0.0,False
2009-07-26,3,29,0.10344827586206896,0.0,False
2009-07-28,1,15,0.06666666666666667,0.0,False
2009-07-29,1,31,0.03225806451612903,0.0,False
2009-08-02,1,4,0.25,0.0,False
2009-08-05,2,35,0.05714285714285714,0.0,False
2009-08-11,2,16,0.125,0.0,False
2009-08-12,1,6,0.16666666666666666,0.0,False
2009-08-13,1,26,0.038461538461538464,0.0,False
2009-08-15,2,46,0.043478260869565216,0.0,False
2009-08-16,3,28,0.10714285714285714,0.0,False
2009-08-21,2,20,0.1,0.0,False
2009-08-22,4,19,0.21052631578947367,0.0,True
2009-08-23,3,13,0.23076923076923078,0.0,True
2009-08-25,1,13,0.07692307692307693,0.0,False
2009-08-28,5,30,0.16666666666666666,0.0,False
2009-08-29,2,17,0.11764705882352941,0.0,False
2009-09-05,1,23,0.043478260869565216,0.0,False
2009-09-13,2,40,0.05,0.0,False
2009-09-14,2,29,0.06896551724137931,0.0,False
2009-09-17,3,63,0.047619047619047616,0.0,False
